"","ResponseId","Duration (in seconds)","party","party_4_TEXT","anes_rep","anes_dem","anes_ind","anes_ind_force","SPV_1_meta_out_2","SPV_2_meta_out_2","SPV_3_meta_out_1","SPV_4_meta_out_2","out_corr_time_Page Submit","out_cont_time_Page Submit","manip_ck_1","SPV_1_2","SPV_2_2","SPV_3_1","SPV_4_2","ESPV_1_2","ESPV_2_2","ESPV_3_1","ft_rep_1","ft_dem_1","CSV_1_1","CSV_2_1","CSV_3_1","ancodi_1","ancodi_2","ancodi_3","rep_violence_1","dem_violence_1","sd_marriage_1","sd_friend_1","sd_work_1","sd_carpool_1","YOB","Gender","race","education","polit","religious","region","employed","income","ladder","screen_reason","condition","Inparty","Outparty","IP_dup","MID_dup","gc","SPV_self","SPV_meta_out","ESPV_avg","CSV_avg","ancodi","sd_avg","ft_out","ft_in","ft_diff","out_violence","in_violence","gender","age","stren","Education","Race","SPV_meta_over"
"233","R_3Jlz4eOzJJugBRM",657,2,NA,NA,2,NA,NA,0,0,0,0,NA,37.217,70,0,0,0,0,0,0,0,10,80,50,50,50,81,71,100,92,0,0,0,0,0,1982,1,"white","Some college",4,3,3,4,25000,7,"none","out_control","Democrat","Republican",0,0,1,0,0,0,50,84,0,10,80,70,92,0,"Male",38,"Not strong","Some college","white",-10.3
"234","R_3snPsrcIHxbkFCe",250,1,NA,1,NA,NA,NA,36,27,24,34,6.421,NA,26,45,38,31,70,33,31,38,71,81,29,42,34,65,81,78,81,71,82,69,75,62,1988,1,"hispanic","Some college",6,4,3,1,85000,6,"none","out_correct","Republican","Democrat",0,0,1,46,30.25,34,35,74.6666666666667,72,81,71,-10,71,81,"Male",32,"Strong","Some college","hispanic",20.95
"235","R_5iPlSjXdeqCfaHT",335,2,NA,NA,1,NA,NA,59,40,38,41,NA,11.766,41,0,0,0,0,0,0,0,17,100,50,50,50,18,0,0,57,0,0,0,0,0,1993,2,"hispanic","Some college",1,1,4,2,45000,4,"none","out_control","Democrat","Republican",0,0,1,0,44.5,0,50,6,0,17,100,83,57,0,"Female",27,"Strong","Some college","hispanic",34.2
"236","R_3nfpYjZOOdEiCxM",321,2,NA,NA,1,NA,NA,80,68,20,59,NA,7.293,15,100,100,99,36,1,0,0,100,100,1,0,1,0,0,0,0,1,1,0,0,0,1990,1,"white","Bachelors",3,1,1,1,55000,5,"none","out_control","Democrat","Republican",0,0,1,83.75,56.75,0.333333333333333,0.666666666666667,0,0.25,100,100,0,0,1,"Male",30,"Strong","Bachelors","white",46.45
"237","R_xf735NfeVxnf3dD",531,1,NA,1,NA,NA,NA,66,86,69,63,34.7,NA,47,37,78,34,100,66,80,100,64,2,90,93,92,95,94,85,77,68,100,59,87,54,1989,1,"black","HS or less",6,1,3,3,45000,6,"none","out_correct","Republican","Democrat",0,0,1,62.25,71,82,91.6666666666667,91.3333333333333,75,2,64,62,68,77,"Male",31,"Strong","HS or less","black",61.7
"238","R_2f38ctcweAZvLNs",221,2,NA,NA,1,NA,NA,54,71,41,42,11.019,NA,15,0,0,0,7,10,0,6,0,34,37,40,36,62,53,56,24,0,53,45,54,52,1995,2,"white","Graduate",1,5,3,1,75000,3,"none","out_correct","Democrat","Republican",0,0,1,1.75,52,5.33333333333333,37.6666666666667,57,51,0,34,34,24,0,"Female",25,"Strong","Graduate","white",41.7
"239","R_PHcOz3RxTvoB2zT",447,2,NA,NA,2,NA,NA,10,15,5,3,NA,13.548,5,0,0,0,0,5,3,15,10,85,40,40,37,25,24,10,55,20,40,20,10,15,1957,2,"white","Graduate",3,1,2,1,85000,5,"none","out_control","Democrat","Republican",0,0,1,0,8.25,7.66666666666667,39,19.6666666666667,21.25,10,85,75,55,20,"Female",63,"Not strong","Graduate","white",-2.05
"240","R_3NEdLupIXtBDIjA",704,1,NA,2,NA,NA,NA,0,14,0,0,57.506,NA,77,0,0,0,0,0,0,0,85,25,50,50,50,0,0,0,51,86,3,0,26,0,1962,1,"white","HS or less",7,5,3,1,25000,4,"none","out_correct","Republican","Democrat",0,0,1,0,3.5,0,50,0,7.25,25,85,60,86,51,"Male",58,"Not strong","HS or less","white",-5.8
"241","R_2dXDvycyizvqDJL",669,1,NA,1,NA,NA,NA,60,55,40,55,NA,19.535,55,8,0,0,0,3,3,1,80,52,60,55,52,15,15,20,30,60,52,20,20,20,1943,2,"white","Some college",6,4,2,2,112500,7,"none","out_control","Republican","Democrat",0,0,1,2,52.5,2.33333333333333,55.6666666666667,16.6666666666667,28,52,80,28,60,30,"Female",77,"Strong","Some college","white",43.2
"242","R_2f862zzp9mtapIq",380,2,NA,NA,1,NA,NA,20,60,20,10,NA,12.673,20,0,0,0,0,0,0,0,0,81,0,0,0,95,95,95,30,0,91,60,51,28,1974,1,"white","Bachelors",1,1,4,1,45000,6,"none","out_control","Democrat","Republican",0,0,1,0,27.5,0,0,95,57.5,0,81,81,30,0,"Male",46,"Strong","Bachelors","white",17.2
"243","R_2f33x7biSMyjHF4",884,1,NA,1,NA,NA,NA,0,0,0,0,NA,14.833,0,0,0,0,0,0,0,0,100,100,22,20,21,0,0,0,0,0,0,0,0,0,1967,2,"white","Some college",4,7,3,1,112500,6,"none","out_control","Republican","Democrat",0,0,1,0,0,0,21,0,0,100,100,0,0,0,"Female",53,"Strong","Some college","white",-9.3
"244","R_299OyF8HBtFlKWJ",346,1,NA,1,NA,NA,NA,77,18,72,27,20.749,NA,9,0,0,0,0,0,0,0,90,40,71,76,74,10,9,22,4,63,57,12,0,0,1998,2,"white","Bachelors",6,6,3,2,150000,6,"none","out_correct","Republican","Democrat",0,0,1,0,48.5,0,73.6666666666667,13.6666666666667,17.25,40,90,50,63,4,"Female",22,"Strong","Bachelors","white",39.2
"245","R_1jrI9sH6rGR1GvV",323,1,NA,2,NA,NA,NA,19,14,20,20,NA,7.572,21,0,0,0,0,0,0,0,61,26,51,51,51,18,17,15,0,14,32,30,19,0,1969,2,"white","Graduate",5,7,3,1,150000,5,"none","out_control","Republican","Democrat",0,0,1,0,18.25,0,51,16.6666666666667,20.25,26,61,35,14,0,"Female",51,"Not strong","Graduate","white",8.95
"246","R_3FVTlY2WoR04NZ6",499,2,NA,NA,1,NA,NA,66,60,60,60,19.061,NA,10,0,0,0,0,10,0,50,0,70,50,50,50,55,95,50,70,0,100,15,10,10,1983,2,"asian","Bachelors",1,1,4,1,225000,4,"none","out_correct","Democrat","Republican",0,0,1,0,61.5,20,50,66.6666666666667,33.75,0,70,70,70,0,"Female",37,"Strong","Bachelors","asian",51.2
"247","R_2dXOQBEd0KRVhYD",747,1,NA,1,NA,NA,NA,6,5,1,3,NA,22.732,5,0,0,0,0,0,0,0,70,63,50,50,50,0,43,15,5,20,0,0,0,0,1971,1,"white","Bachelors",7,5,2,1,95000,5,"none","out_control","Republican","Democrat",0,0,1,0,3.75,0,50,19.3333333333333,0,63,70,7,20,5,"Male",49,"Strong","Bachelors","white",-5.55
"248","R_11d0jp4G5ZaziNm",1254,1,NA,1,NA,NA,NA,30,35,40,40,74.963,NA,10,0,0,2,1,0,0,1,65,35,55,55,55,1,35,25,10,70,65,30,2,5,1994,2,"white","HS or less",6,6,3,2,5000,5,"none","out_correct","Republican","Democrat",0,0,1,0.75,36.25,0.333333333333333,55,20.3333333333333,25.5,35,65,30,70,10,"Female",26,"Strong","HS or less","white",26.95
"249","R_1DuHBum6MIlFvBo",1189,1,NA,1,NA,NA,NA,51,24,56,75,82.24,NA,9,5,9,8,10,8,10,4,31,41,51,51,51,51,51,51,8,9,22,19,25,23,1958,1,"white","Some college",4,5,2,1,55000,6,"none","out_correct","Republican","Democrat",0,0,1,8,51.5,7.33333333333333,51,51,22.25,41,31,-10,9,8,"Male",62,"Strong","Some college","white",42.2
"250","R_vVqIOpUpCys0Mlr",1028,1,NA,1,NA,NA,NA,39,57,57,60,NA,32.822,53,0,0,0,0,0,0,0,90,10,51,51,51,65,60,60,5,38,60,61,0,0,1964,2,"white","Some college",6,7,2,2,35000,6,"none","out_control","Republican","Democrat",0,0,1,0,53.25,0,51,61.6666666666667,30.25,10,90,80,38,5,"Female",56,"Strong","Some college","white",43.95
"251","R_1GVA3qRyJ4JrtWZ",568,1,NA,1,NA,NA,NA,82,94,40,51,33.063,NA,51,0,5,0,0,0,0,0,91,0,18,19,19,71,71,71,3,100,50,29,29,29,1972,2,"white","Bachelors",6,5,3,2,150000,4,"none","out_correct","Republican","Democrat",0,0,1,1.25,66.75,0,18.6666666666667,71,34.25,0,91,91,100,3,"Female",48,"Strong","Bachelors","white",57.45
"252","R_29uC4Lex82zd9bz",466,1,NA,1,NA,NA,NA,92,92,92,81,NA,24.102,84,1,0,0,0,0,0,0,82,18,40,39,41,31,10,8,8,83,20,19,5,55,1943,2,"white","HS or less",6,6,1,1,35000,7,"none","out_control","Republican","Democrat",0,0,1,0.25,89.25,0,40,16.3333333333333,24.75,18,82,64,83,8,"Female",77,"Strong","HS or less","white",79.95
"253","R_3pmbJOlYELTcGtr",349,1,NA,1,NA,NA,NA,82,82,29,32,18.211,NA,9,0,0,0,0,5,1,0,87,30,30,30,41,71,22,25,10,14,0,0,0,0,1993,2,"white","Some college",5,1,3,4,35000,8,"none","out_correct","Republican","Democrat",0,0,1,0,56.25,2,33.6666666666667,39.3333333333333,0,30,87,57,14,10,"Female",27,"Strong","Some college","white",46.95
"254","R_1BYgOTqhIJJRlQd",259,2,NA,NA,1,NA,NA,10,10,10,10,NA,4.772,10,9,10,10,10,15,10,15,0,40,60,60,60,70,80,70,90,20,70,70,70,70,22,1,"white","Bachelors",1,1,4,1,15000,8,"none","out_control","Democrat","Republican",0,0,1,9.75,10,13.3333333333333,60,73.3333333333333,70,0,40,40,90,20,"Male",22,"Strong","Bachelors","white",-0.300000000000001
"255","R_1q1JG64uuayDfhJ",255,2,NA,NA,1,NA,NA,93,81,24,19,19.198,NA,17,0,0,0,0,0,0,0,0,100,50,50,50,85,68,99,77,0,93,79,65,41,1988,2,"white","Some college",1,1,1,1,25000,8,"none","out_correct","Democrat","Republican",0,0,1,0,54.25,0,50,84,69.5,0,100,100,77,0,"Female",32,"Strong","Some college","white",43.95
"256","R_3haa2xXlXE0QPm8",433,2,NA,NA,1,NA,NA,100,100,70,70,31.173,NA,10,0,0,0,0,0,0,0,0,90,80,80,80,100,100,100,100,0,100,100,100,100,1990,2,"white","Bachelors",1,1,1,4,95000,7,"none","out_correct","Democrat","Republican",0,0,1,0,85,0,80,100,100,0,90,90,100,0,"Female",30,"Strong","Bachelors","white",74.7
"257","R_2TUiujRgPT2NUnU",211,2,NA,NA,1,NA,NA,44,61,29,65,NA,5.45,31,0,0,0,0,6,1,5,0,91,100,100,100,79,40,39,31,0,72,71,19,18,1984,2,"white","Graduate",1,1,1,4,NA,6,"none","out_control","Democrat","Republican",0,0,1,0,49.75,4,100,52.6666666666667,45,0,91,91,31,0,"Female",36,"Strong","Graduate","white",39.45
"258","R_cC3IzM3zl2FSO9r",414,2,NA,NA,1,NA,NA,35,38,33,33,NA,4.727,38,25,36,24,37,30,34,39,39,69,36,49,34,42,46,42,52,33,54,54,48,67,1986,2,"black","Some college",2,4,3,2,45000,6,"none","out_control","Democrat","Republican",0,0,1,30.5,34.75,34.3333333333333,39.6666666666667,43.3333333333333,55.75,39,69,30,52,33,"Female",34,"Strong","Some college","black",24.45
"259","R_ONbEr8850jy7yoh",476,2,NA,NA,1,NA,NA,29,61,71,20,21.632,NA,9,5,3,4,4,95,5,90,3,81,93,93,92,50,97,96,83,3,95,71,91,71,1985,2,"black","Bachelors",2,1,4,2,75000,8,"none","out_correct","Democrat","Republican",0,0,1,4,45.25,63.3333333333333,92.6666666666667,81,82,3,81,78,83,3,"Female",35,"Strong","Bachelors","black",34.95
"260","R_1mQov67p6JeYU5w",191,2,NA,NA,1,NA,NA,62,31,16,18,12.75,NA,10,0,0,0,0,0,0,0,14,100,74,64,60,17,17,23,0,0,48,2,0,0,2001,2,"white","Some college",1,1,3,6,150000,5,"none","out_correct","Democrat","Republican",0,0,1,0,31.75,0,66,19,12.5,14,100,86,0,0,"Female",19,"Strong","Some college","white",21.45
"261","R_sM3xdisp2hVVa6J",784,2,NA,NA,1,NA,NA,60,60,20,20,NA,40.315,35,0,0,0,0,0,0,0,20,93,50,50,50,0,6,5,35,6,0,0,0,0,1976,2,"white","Graduate",2,1,3,1,112500,4,"none","out_control","Democrat","Republican",0,0,1,0,40,0,50,3.66666666666667,0,20,93,73,35,6,"Female",44,"Strong","Graduate","white",29.7
"262","R_1mUcmkFjUDb45xX",447,1,NA,1,NA,NA,NA,100,100,92,89,NA,14.854,92,1,2,8,3,2,3,3,100,9,51,51,51,42,47,97,2,100,51,51,51,23,1988,2,"white","Some college",7,4,3,1,25000,6,"none","out_control","Republican","Democrat",0,0,1,3.5,95.25,2.66666666666667,51,62,44,9,100,91,100,2,"Female",32,"Strong","Some college","white",85.95
"263","R_3KNh9aw2oxRYlLs",199,2,NA,NA,1,NA,NA,62,62,63,65,NA,6.722,63,15,10,9,9,32,29,29,12,73,60,61,61,77,77,60,41,20,83,88,67,53,1992,2,"white","Bachelors",2,5,4,1,75000,6,"none","out_control","Democrat","Republican",0,0,1,10.75,63,30,60.6666666666667,71.3333333333333,72.75,12,73,61,41,20,"Female",28,"Strong","Bachelors","white",52.7
"264","R_3R8s3xN34e4YsZr",1199,1,NA,1,NA,NA,NA,0,0,0,0,17.939,NA,0,0,0,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,0,0,0,0,1974,2,"white","HS or less",5,5,3,4,25000,8,"none","out_correct","Republican","Democrat",0,0,1,0,0,0,50,0,0,50,50,0,0,0,"Female",46,"Strong","HS or less","white",-9.3
"265","R_2Yagd7RrLOTfai9",855,1,NA,1,NA,NA,NA,15,20,15,15,NA,20.374,15,0,0,0,0,2,2,0,70,30,51,70,51,40,30,40,5,14,5,5,0,10,1965,1,"white","Bachelors",6,6,3,1,45000,6,"none","out_control","Republican","Democrat",0,0,1,0,16.25,1.33333333333333,57.3333333333333,36.6666666666667,5,30,70,40,14,5,"Male",55,"Strong","Bachelors","white",6.95
"266","R_2R8S8NMAeaOzbwo",385,2,NA,NA,1,NA,NA,76,65,64,60,NA,14.015,65,25,0,0,0,75,0,0,10,85,50,40,0,25,12,2,55,0,50,5,20,10,1987,1,"white","Bachelors",2,1,4,2,25000,8,"none","out_control","Democrat","Republican",0,0,1,6.25,66.25,25,30,13,21.25,10,85,75,55,0,"Male",33,"Strong","Bachelors","white",55.95
"267","R_2vYU8nbvfXoOkCg",399,2,NA,NA,2,NA,NA,5,4,1,3,26.154,NA,3,3,1,1,2,9,5,4,81,72,1,8,1,5,5,3,5,4,0,0,0,0,1966,2,"white","Graduate",3,5,3,4,15000,6,"none","out_correct","Democrat","Republican",0,0,1,1.75,3.25,6,3.33333333333333,4.33333333333333,0,81,72,-9,5,4,"Female",54,"Not strong","Graduate","white",-7.05
"268","R_1LohSgFdcHftvca",352,2,NA,NA,1,NA,NA,13,18,4,5,41.238,NA,10,0,0,0,0,0,0,0,14,57,3,4,4,61,80,76,61,40,41,43,15,13,1969,2,"white","Graduate",3,5,4,1,85000,5,"none","out_correct","Democrat","Republican",0,0,1,0,10,0,3.66666666666667,72.3333333333333,28,14,57,43,61,40,"Female",51,"Strong","Graduate","white",-0.300000000000001
"269","R_12ooeyYMebIyvN9",561,2,NA,NA,1,NA,NA,35,72,66,27,NA,28.25,50,45,65,25,35,21,62,25,27,83,51,51,53,30,2,16,45,23,55,54,35,63,1993,2,"other","Some college",2,3,4,4,25000,7,"none","out_control","Democrat","Republican",0,0,1,42.5,50,36,51.6666666666667,16,51.75,27,83,56,45,23,"Female",27,"Strong","Some college","other",39.7
"270","R_1dzaREMiDOdefv8",402,1,NA,1,NA,NA,NA,71,71,44,60,16.884,NA,39,0,0,0,0,0,0,0,90,3,0,0,0,61,12,75,0,59,100,55,37,63,1959,2,"white","Some college",6,7,3,1,35000,4,"none","out_correct","Republican","Democrat",0,0,1,0,61.5,0,0,49.3333333333333,63.75,3,90,87,59,0,"Female",61,"Strong","Some college","white",52.2
"271","R_3dSUPJaJqbEWvM1",508,1,NA,1,NA,NA,NA,10,20,45,30,37.521,NA,9,0,0,0,0,0,0,0,75,40,50,50,50,20,20,20,5,5,20,23,25,24,55,2,"white","HS or less",7,7,3,1,112500,5,"none","out_correct","Republican","Democrat",0,0,1,0,26.25,0,50,20,23,40,75,35,5,5,"Female",55,"Strong","HS or less","white",16.95
"272","R_VR87nYxVwQrS9dD",594,2,NA,NA,1,NA,NA,4,1,25,20,47.887,NA,14,2,7,1,7,25,12,6,8,76,88,86,89,4,40,60,46,0,70,83,50,81,1996,1,"white","Some college",2,1,1,1,5000,9,"none","out_correct","Democrat","Republican",0,0,1,4.25,12.5,14.3333333333333,87.6666666666667,34.6666666666667,71,8,76,68,46,0,"Male",24,"Strong","Some college","white",2.2
"273","R_1lmcqxrKRVcdtV5",536,2,NA,NA,2,NA,NA,19,20,31,45,NA,23.687,20,0,0,0,0,9,1,8,8,77,25,66,35,82,41,100,87,0,61,2,20,58,1982,2,"white","Bachelors",2,1,2,2,112500,5,"none","out_control","Democrat","Republican",0,0,1,0,28.75,6,42,74.3333333333333,35.25,8,77,69,87,0,"Female",38,"Not strong","Bachelors","white",18.45
"274","R_12DoH0JPh2eHYGf",541,1,NA,1,NA,NA,NA,0,40,70,0,NA,37.468,60,0,0,0,10,0,0,10,61,0,54,60,58,0,0,0,10,95,100,74,89,91,1971,1,"white","Some college",7,6,4,2,25000,8,"none","out_control","Republican","Democrat",0,0,1,2.5,27.5,3.33333333333333,57.3333333333333,0,88.5,0,61,61,95,10,"Male",49,"Strong","Some college","white",18.2
"275","R_1IinbXoJJ04n3Xh",371,1,NA,1,NA,NA,NA,48,25,61,23,NA,14.562,56,24,34,29,25,34,31,29,73,15,47,32,20,81,28,96,38,52,65,35,36,37,1980,1,"white","Bachelors",6,4,3,1,25000,7,"none","out_control","Republican","Democrat",0,0,1,28,39.25,31.3333333333333,33,68.3333333333333,43.25,15,73,58,52,38,"Male",40,"Strong","Bachelors","white",29.95
"276","R_2D7g0NfJePzsArg",330,1,NA,2,NA,NA,NA,40,30,50,40,NA,8.999,50,0,0,0,10,0,0,0,90,70,30,10,10,10,10,0,20,40,40,10,10,10,1988,2,"white","Bachelors",6,6,4,7,75000,6,"none","out_control","Republican","Democrat",0,0,1,2.5,40,0,16.6666666666667,6.66666666666667,17.5,70,90,20,40,20,"Female",32,"Not strong","Bachelors","white",30.7
"277","R_vHaLp2j0UGoBD7b",631,1,NA,1,NA,NA,NA,41,57,60,60,NA,15.111,57,3,2,0,0,0,0,0,81,42,70,70,53,55,71,71,20,15,60,43,35,36,1993,1,"asian","Bachelors",6,6,3,1,75000,5,"none","out_control","Republican","Democrat",0,0,1,1.25,54.5,0,64.3333333333333,65.6666666666667,43.5,42,81,39,15,20,"Male",27,"Strong","Bachelors","asian",45.2
"278","R_1hA2wxGhV73W6HD",2495,1,NA,2,NA,NA,NA,2,15,10,5,NA,194.217,5,0,0,0,0,0,0,0,80,80,0,0,0,0,0,0,10,3,10,10,10,10,1962,1,"white","HS or less",7,7,3,5,35000,8,"none","out_control","Republican","Democrat",0,0,1,0,8,0,0,0,10,80,80,0,3,10,"Male",58,"Not strong","HS or less","white",-1.3
"279","R_WCk7q4KD3lnXIiJ",434,1,NA,2,NA,NA,NA,62,40,37,34,43.944,NA,9,0,0,0,0,0,1,0,40,33,0,7,9,19,14,26,70,0,12,15,8,11,1987,2,"white","Bachelors",5,5,3,1,95000,5,"none","out_correct","Republican","Democrat",0,0,1,0,43.25,0.333333333333333,5.33333333333333,19.6666666666667,11.5,33,40,7,0,70,"Female",33,"Not strong","Bachelors","white",33.95
"280","R_3QYmVdGdkwwoYbY",434,1,NA,1,NA,NA,NA,50,50,50,53,NA,13.105,50,50,50,50,50,50,50,50,90,30,50,50,50,50,35,50,50,50,50,50,50,50,1997,2,"white","Bachelors",6,1,3,2,5000,8,"none","out_control","Republican","Democrat",0,0,1,50,50.75,50,50,45,50,30,90,60,50,50,"Female",23,"Strong","Bachelors","white",41.45
"281","R_3oZ8TELAXoS89rW",502,2,NA,NA,1,NA,NA,100,93,99,90,NA,32.344,95,0,0,0,0,0,0,0,10,90,50,50,50,95,50,95,90,0,0,0,0,0,41,2,"black","Bachelors",4,6,3,1,150000,6,"none","out_control","Democrat","Republican",0,0,1,0,95.5,0,50,80,0,10,90,80,90,0,"Female",41,"Strong","Bachelors","black",85.2
"282","R_1CD6HXhqnnNXAxO",497,2,NA,NA,1,NA,NA,30,30,30,30,NA,17.504,30,0,0,0,0,0,0,0,25,75,60,60,60,70,35,35,60,5,76,81,81,80,44,2,"black","Bachelors",3,6,3,2,75000,7,"none","out_control","Democrat","Republican",0,0,1,0,30,0,60,46.6666666666667,79.5,25,75,50,60,5,"Female",44,"Strong","Bachelors","black",19.7
"283","R_1ItnQM21ZBmMIXV",324,2,NA,NA,1,NA,NA,70,65,50,56,19.358,NA,10,0,0,0,0,100,100,100,9,9,51,51,52,81,82,81,79,0,78,31,0,22,25,2,"hispanic","Bachelors",1,1,3,1,35000,7,"none","out_correct","Democrat","Republican",0,0,1,0,60.25,100,51.3333333333333,81.3333333333333,32.75,9,9,0,79,0,"Female",25,"Strong","Bachelors","hispanic",49.95
"284","R_0Ht1svZjQcsknsJ",421,2,NA,NA,2,NA,NA,70,60,40,55,34.14,NA,15,16,8,10,15,60,55,15,25,55,60,55,55,55,55,60,10,5,25,25,15,8,1989,1,"white","Some college",3,1,2,1,15000,7,"none","out_correct","Democrat","Republican",0,0,1,12.25,56.25,43.3333333333333,56.6666666666667,56.6666666666667,18.25,25,55,30,10,5,"Male",31,"Not strong","Some college","white",45.95
"285","R_2WTimMMTbAg17oA",656,1,NA,1,NA,NA,NA,68,72,78,67,16.532,NA,78,0,0,0,0,0,0,0,83,82,40,38,40,29,48,30,69,80,0,0,0,0,1986,2,"white","Bachelors",6,7,3,7,95000,4,"none","out_correct","Republican","Democrat",0,0,1,0,71.25,0,39.3333333333333,35.6666666666667,0,82,83,1,80,69,"Female",34,"Strong","Bachelors","white",61.95
"286","R_2VxX9dwoWIECyjj",399,1,NA,1,NA,NA,NA,51,75,55,62,28.537,NA,8,3,9,3,0,0,0,0,79,0,51,51,51,0,8,74,0,10,9,7,21,62,1957,2,"white","Some college",5,1,3,2,95000,5,"none","out_correct","Republican","Democrat",0,0,1,3.75,60.75,0,51,27.3333333333333,24.75,0,79,79,10,0,"Female",63,"Strong","Some college","white",51.45
"287","R_31ivFSNdjY3YNgk",604,1,NA,1,NA,NA,NA,50,45,25,30,NA,10.842,50,1,5,5,1,0,0,0,85,10,50,55,50,55,55,55,5,55,10,0,5,0,1974,1,"asian","Graduate",6,5,4,1,187500,5,"none","out_control","Republican","Democrat",0,0,1,3,37.5,0,51.6666666666667,55,3.75,10,85,75,55,5,"Male",46,"Strong","Graduate","asian",28.2
"288","R_2AF5jMussOmqNa5",409,2,NA,NA,1,NA,NA,40,77,38,29,12.12,NA,12,4,4,4,7,7,11,3,0,100,4,3,4,0,0,0,16,0,100,100,100,100,36,1,"white","Graduate",1,1,1,1,55000,6,"none","out_correct","Democrat","Republican",0,0,1,4.75,46,7,3.66666666666667,0,100,0,100,100,16,0,"Male",36,"Strong","Graduate","white",35.7
"289","R_3NWhxAxQaGtKjZu",689,1,NA,2,NA,NA,NA,4,24,25,43,NA,24.831,74,4,1,6,35,1,3,23,72,26,4,23,62,34,23,85,87,82,16,5,2,2,1985,2,"white","HS or less",6,5,2,7,85000,5,"none","out_control","Republican","Democrat",0,0,1,11.5,24,9,29.6666666666667,47.3333333333333,6.25,26,72,46,82,87,"Female",35,"Not strong","HS or less","white",14.7
"290","R_3qVeRMm5vk59edt",361,2,NA,NA,1,NA,NA,20,25,20,20,NA,9.902,20,0,0,0,0,0,0,0,25,80,60,60,60,40,50,50,80,10,20,0,0,0,1993,2,"white","Some college",1,4,3,1,45000,7,"none","out_control","Democrat","Republican",0,0,1,0,21.25,0,60,46.6666666666667,5,25,80,55,80,10,"Female",27,"Strong","Some college","white",10.95
"291","R_2Vqg2O829sTuK61",253,2,NA,NA,1,NA,NA,90,95,61,56,12.219,NA,10,0,0,0,0,0,0,0,0,90,50,50,50,0,0,0,90,20,100,100,80,90,1980,2,"white","Graduate",2,1,1,1,55000,8,"none","out_correct","Democrat","Republican",0,0,1,0,75.5,0,50,0,92.5,0,90,90,90,20,"Female",40,"Strong","Graduate","white",65.2
"292","R_1gNgnb3phiSzO2m",623,2,NA,NA,1,NA,NA,45,83,41,62,NA,15.126,57,0,3,4,0,0,38,0,100,100,50,50,50,51,51,50,51,0,0,0,0,0,1994,1,"black","Some college",2,7,3,1,65000,6,"none","out_control","Democrat","Republican",0,0,1,1.75,57.75,12.6666666666667,50,50.6666666666667,0,100,100,0,51,0,"Male",26,"Strong","Some college","black",47.45
"293","R_1eVQ2smbcO3rhur",325,2,NA,NA,1,NA,NA,40,60,65,50,NA,9.996,60,45,60,5,55,5,0,15,10,65,50,50,50,75,30,35,25,5,50,40,15,20,1974,2,"white","Graduate",3,1,3,7,150000,2,"none","out_control","Democrat","Republican",0,0,1,41.25,53.75,6.66666666666667,50,46.6666666666667,31.25,10,65,55,25,5,"Female",46,"Strong","Graduate","white",43.45
"294","R_8dgv1cR5qTUhi0h",207,2,NA,NA,2,NA,NA,42,61,49,67,NA,8.674,73,52,62,42,57,76,52,56,27,76,82,43,40,38,33,41,73,57,58,54,48,58,1993,2,"hispanic","HS or less",4,4,4,2,55000,4,"none","out_control","Democrat","Republican",0,0,1,53.25,54.75,61.3333333333333,55,37.3333333333333,54.5,27,76,49,73,57,"Female",27,"Not strong","HS or less","hispanic",44.45
"295","R_x5A43AdMZ300g9z",839,2,NA,NA,1,NA,NA,35,40,26,30,48.459,NA,35,19,50,0,0,0,0,0,0,72,91,82,51,36,0,0,100,0,100,81,60,60,1985,2,"black","Some college",1,1,3,1,65000,8,"none","out_correct","Democrat","Republican",0,0,1,17.25,32.75,0,74.6666666666667,12,75.25,0,72,72,100,0,"Female",35,"Strong","Some college","black",22.45
"296","R_1l5hxcP8aom8ogW",550,1,NA,1,NA,NA,NA,25,25,25,30,NA,13.035,25,10,1,2,1,0,0,0,65,52,52,52,52,60,50,70,10,20,9,5,0,0,1985,1,"white","Graduate",7,5,3,1,150000,3,"none","out_control","Republican","Democrat",0,0,1,3.5,26.25,0,52,60,3.5,52,65,13,20,10,"Male",35,"Strong","Graduate","white",16.95
"297","R_3nPJXBh9pmegW6R",466,2,NA,NA,1,NA,NA,6,8,0,0,18.553,NA,9,0,0,1,0,31,34,47,11,51,51,49,51,78,82,75,60,14,52,46,39,41,1972,2,"white","Some college",2,3,1,1,112500,4,"none","out_correct","Democrat","Republican",0,0,1,0.25,3.5,37.3333333333333,50.3333333333333,78.3333333333333,44.5,11,51,40,60,14,"Female",48,"Strong","Some college","white",-6.8
"298","R_A0T8HCf04sk6Jd7",441,1,NA,1,NA,NA,NA,100,98,95,90,30.002,NA,100,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,0,100,0,0,0,0,1987,2,"white","Bachelors",6,6,3,8,187500,5,"none","out_correct","Republican","Democrat",0,0,1,0,95.75,0,50,50,0,50,50,0,100,0,"Female",33,"Strong","Bachelors","white",86.45
"299","R_1oCsqGKk7wAe2y4",584,2,NA,NA,1,NA,NA,65,77,85,73,29.718,NA,10,0,0,1,0,0,0,8,0,91,50,50,51,100,100,100,96,4,96,89,72,77,1950,2,"black","Bachelors",2,2,1,1,65000,6,"none","out_correct","Democrat","Republican",0,0,1,0.25,75,2.66666666666667,50.3333333333333,100,83.5,0,91,91,96,4,"Female",70,"Strong","Bachelors","black",64.7
